"kildefil","rutemonster","foreslatt-flate","legacy-gruppe","mulig-videresending","krever-rutevurdering","designstatus","tilgangsstatus"
"src/app/admin/(legacy)/agenter/page.tsx","/admin/agenter","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/analysere/page.tsx","/admin/analysere","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/anlegg/page.tsx","/admin/anlegg","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/availability/page.tsx","/admin/availability","agencyos","true","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/caddie/page.tsx","/admin/caddie","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/coach-workbench/page.tsx","/admin/coach-workbench","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/drills/[id]/page.tsx","/admin/drills/[id]","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/drills/forslag/page.tsx","/admin/drills/forslag","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/drills/ny/page.tsx","/admin/drills/ny","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/drills/page.tsx","/admin/drills","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/foresporsler/page.tsx","/admin/foresporsler","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/godkjenninger/[id]/page.tsx","/admin/godkjenninger/[id]","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/kalender/maned/page.tsx","/admin/kalender/maned","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/kalender/uke/page.tsx","/admin/kalender/uke","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/kapasitet/page.tsx","/admin/kapasitet","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/lag-snitt/page.tsx","/admin/lag-snitt","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/okonomi/page.tsx","/admin/okonomi","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/plan-templates/[id]/effectiveness/page.tsx","/admin/plan-templates/[id]/effectiveness","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/plans/new/page.tsx","/admin/plans/new","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/services/page.tsx","/admin/services","agencyos","true","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/spillere/[id]/profil/page.tsx","/admin/spillere/[id]/profil","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/spillere/[id]/rediger/page.tsx","/admin/spillere/[id]/rediger","agencyos","true","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/spillere/[id]/tildel-test/page.tsx","/admin/spillere/[id]/tildel-test","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/stall/page.tsx","/admin/stall","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/stats/moderering/page.tsx","/admin/stats/moderering","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/tester/benchmarks/page.tsx","/admin/tester/benchmarks","agencyos","true","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/tester/tildel/[spillerId]/page.tsx","/admin/tester/tildel/[spillerId]","agencyos","true","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/tester/tildel/page.tsx","/admin/tester/tildel","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/(legacy)/workspace/tildelt-meg/page.tsx","/admin/workspace/tildelt-meg","agencyos","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agencyos/ak-stigen/page.tsx","/admin/agencyos/ak-stigen","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agencyos/caddie/aktivitet/page.tsx","/admin/agencyos/caddie/aktivitet","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agencyos/caddie/dashbord/page.tsx","/admin/agencyos/caddie/dashbord","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agencyos/caddie/page.tsx","/admin/agencyos/caddie","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agencyos/okonomi/page.tsx","/admin/agencyos/okonomi","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agencyos/page.tsx","/admin/agencyos","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agencyos/spillere/page.tsx","/admin/agencyos/spillere","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agencyos/uka/page.tsx","/admin/agencyos/uka","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agent-team/page.tsx","/admin/agent-team","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agenticos/godkjenn/page.tsx","/admin/agenticos/godkjenn","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agenticos/ko/page.tsx","/admin/agenticos/ko","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agenticos/page.tsx","/admin/agenticos","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agenticos/projects/page.tsx","/admin/agenticos/projects","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agenticos/runtimes/page.tsx","/admin/agenticos/runtimes","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agenticos/skills/page.tsx","/admin/agenticos/skills","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agents/[agentId]/page.tsx","/admin/agents/[agentId]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/agents/page.tsx","/admin/agents","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/analyse/page.tsx","/admin/analyse","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/analyse/stall/page.tsx","/admin/analyse/stall","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/analysere/compliance/page.tsx","/admin/analysere/compliance","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/approvals/[id]/page.tsx","/admin/approvals/[id]","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/approvals/page.tsx","/admin/approvals","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/audit-log/page.tsx","/admin/audit-log","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/bookinger/[id]/page.tsx","/admin/bookinger/[id]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/bookinger/ny/page.tsx","/admin/bookinger/ny","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/bookinger/page.tsx","/admin/bookinger","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/brief/page.tsx","/admin/brief","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/calendar/maned/page.tsx","/admin/calendar/maned","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/calendar/page.tsx","/admin/calendar","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/drills/[id]/rediger/page.tsx","/admin/drills/[id]/rediger","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/email-templates/[id]/rediger/page.tsx","/admin/email-templates/[id]/rediger","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/email-templates/page.tsx","/admin/email-templates","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/feillogg/page.tsx","/admin/feillogg","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/finance/page.tsx","/admin/finance","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/gdpr/page.tsx","/admin/gdpr","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/gjennomfore/okter/[id]/page.tsx","/admin/gjennomfore/okter/[id]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/gjennomfore/page.tsx","/admin/gjennomfore","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/godkjenninger/page.tsx","/admin/godkjenninger","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/grupper/[id]/arsplan/page.tsx","/admin/grupper/[id]/arsplan","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/grupper/[id]/arsplan/skoledata/page.tsx","/admin/grupper/[id]/arsplan/skoledata","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/grupper/[id]/page.tsx","/admin/grupper/[id]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/grupper/[id]/timeplan/page.tsx","/admin/grupper/[id]/timeplan","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/grupper/[id]/workbench/page.tsx","/admin/grupper/[id]/workbench","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/grupper/page.tsx","/admin/grupper","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/handlingssenter/page.tsx","/admin/handlingssenter","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/hjelp/page.tsx","/admin/hjelp","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/innboks-epost/page.tsx","/admin/innboks-epost","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/innboks/page.tsx","/admin/innboks","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/integrasjoner/page.tsx","/admin/integrasjoner","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/jarvis/page.tsx","/admin/jarvis","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/kalender/hendelse/[id]/page.tsx","/admin/kalender/hendelse/[id]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/kalender/hendelse/ny/page.tsx","/admin/kalender/hendelse/ny","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/kalender/lag/page.tsx","/admin/kalender/lag","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/kalender/page.tsx","/admin/kalender","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/klubb/innstillinger/page.tsx","/admin/klubb/innstillinger","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/ko/page.tsx","/admin/ko","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/kommunikasjon/page.tsx","/admin/kommunikasjon","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/marketing/page.tsx","/admin/marketing","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/messages/page.tsx","/admin/messages","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/okter/page.tsx","/admin/okter","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/oppfolging/page.tsx","/admin/oppfolging","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/oppgaver/page.tsx","/admin/oppgaver","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/oppsett/page.tsx","/admin/oppsett","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/organisasjon/page.tsx","/admin/organisasjon","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/page.tsx","/admin","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plan-templates/[id]/page.tsx","/admin/plan-templates/[id]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plan-templates/[id]/rediger/page.tsx","/admin/plan-templates/[id]/rediger","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plan-templates/ny/page.tsx","/admin/plan-templates/ny","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plan-templates/page.tsx","/admin/plan-templates","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plan/maler/page.tsx","/admin/plan/maler","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plan/page.tsx","/admin/plan","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plan/teknisk/page.tsx","/admin/plan/teknisk","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/planlegge/page.tsx","/admin/planlegge","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plans/[planId]/page.tsx","/admin/plans/[planId]","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plans/page.tsx","/admin/plans","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plans/templates/[id]/effectiveness/page.tsx","/admin/plans/templates/[id]/effectiveness","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plans/templates/[id]/rediger/page.tsx","/admin/plans/templates/[id]/rediger","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plans/templates/ny/page.tsx","/admin/plans/templates/ny","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/plans/templates/page.tsx","/admin/plans/templates","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/profile/page.tsx","/admin/profile","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/queue/page.tsx","/admin/queue","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/recording/page.tsx","/admin/recording","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/reports/page.tsx","/admin/reports","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/runder/page.tsx","/admin/runder","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/settings/api/page.tsx","/admin/settings/api","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/settings/calendar/page.tsx","/admin/settings/calendar","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/settings/page.tsx","/admin/settings","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/settings/periode-navn/page.tsx","/admin/settings/periode-navn","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/settings/security/page.tsx","/admin/settings/security","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/settings/tilgang/page.tsx","/admin/settings/tilgang","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/[id]/analyse/page.tsx","/admin/spillere/[id]/analyse","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/[id]/fremgang/page.tsx","/admin/spillere/[id]/fremgang","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/[id]/page.tsx","/admin/spillere/[id]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/[id]/plan/[planId]/page.tsx","/admin/spillere/[id]/plan/[planId]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/[id]/plan/page.tsx","/admin/spillere/[id]/plan","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/[id]/tester/page.tsx","/admin/spillere/[id]/tester","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
